text,label
"The bus seems to be running a bit late today, I've been waiting for a while.",short-term
"Let's go to the hawker centre at Old Airport Road, I heard their lor mee is good.",short-term
The haze seems to be clearing up a bit compared to yesterday.,short-term
"I saw a Getai performance at the community centre last night, it was so lively.",short-term
Do you want to grab a kopi-o at the kopitiam before we do our errands?,short-term
I need to remember to pay my utility bills by the end of the week.,short-term
The local provision shop is having a sale on rice this week.,short-term
I'm meeting my friend for dim sum at 11 AM today.,short-term
The National Day Parade rehearsals are making the traffic a bit heavy.,short-term
Did you manage to catch the new TV drama series last night?,short-term
I saw so many people buying pineapple tarts at the market today for CNY.,short-term
My granddaughter is coming over to visit me this afternoon.,short-term
"The supermarket has a promotion on fresh prawns, I should go buy some.",short-term
"I just missed the bus, now I have to wait another fifteen minutes.",short-term
"Let's make some curry chicken for dinner, I have all the ingredients.",short-term
The weather forecast says it might rain heavily later this afternoon.,short-term
Did you hear about the new community garden opening in our neighbourhood?,short-term
I need to take the MRT to City Hall to renew my EZ-Link card.,short-term
The char kway teow stall at the hawker centre has such a long queue during lunchtime.,short-term
I spent the whole morning cleaning the house and doing laundry.,short-term
Is there a good movie showing at the cinema that we can watch this weekend?,short-term
I need to buy an angbao for my grandnephew's birthday next week.,short-term
The kopitiam at the corner just raised the price of their kopi-c.,short-term
I heard they're building a new polyclinic near our HDB estate.,short-term
The Community Club is organising a free concert for seniors next month.,short-term
My granddaughter asked me to teach her how to cook laksa today.,short-term
"This year's durian season seems to be quite good, the fruits are so sweet.",short-term
I saw the new minister visiting our wet market this morning.,short-term
Remember to bring an umbrella; it looks like it might pour later.,short-term
I just received my Pioneer Generation card benefits booklet in the mail.,short-term
Are you going to the neighbourhood exercise session at the park later?,short-term
The traffic jam on the expressway was terrible this morning.,short-term
I bought some fresh prawns from the wet market earlier.,short-term
My daughter called to say she's bringing dinner over tonight.,short-term
The kopitiam's kaya toast set is still my favourite breakfast.,short-term
"I need to renew my passport next month, it's expiring soon.",short-term
Did you manage to get the promotional tissue paper from the supermarket?,short-term
Let's take the bus to the shopping mall instead of driving.,short-term
"I'm thinking of cooking mee siam for lunch today, do you like it?",short-term
The void deck tables are always occupied by people playing chess in the evenings.,short-term
My friend asked me to go for morning exercise with her tomorrow.,short-term
"I saw the new mural painted on the HDB block next door, very colourful.",short-term
The weather report says a typhoon is approaching our region.,short-term
My back is still a bit stiff after that long walk yesterday.,healthcare
Did you remember to book your slot for the annual health check-up?,healthcare
I'm having trouble sleeping well these past few nights.,healthcare
The specialist told me to eat less salty food for my blood pressure.,healthcare
I have to visit the dental clinic next week for a tooth extraction.,healthcare
They say ginger tea is good for keeping the body warm in cold weather.,healthcare
"My memory is not as sharp as it used to be, I keep forgetting things.",healthcare
I'm trying to cut down on fried food for better digestion.,healthcare
The community nurse came by for a home visit last month.,healthcare
Is it normal to feel so tired after just a short walk?,healthcare
"My grandchildren love visiting me in my HDB flat, especially during holidays.",long-term
I've been collecting stamps since I was a teenager.,long-term
My eldest son is thinking of migrating to Australia next year.,long-term
My wife and I celebrated our golden anniversary last year.,long-term
I always make sure to read the Chinese newspaper every morning.,long-term
Our family always goes to East Coast Park for picnics during festive seasons.,long-term
I still enjoy cooking Hainanese chicken rice from my mother's old recipe.,long-term
My best friend from childhood lives just two blocks away from me.,long-term
I remember when this whole area was just kampung houses.,long-term
"My son's children are growing up so fast, they're already teenagers.",long-term
The bus fares are increasing again next month.,short-term
I saw a huge promotion for fresh vegetables at the wet market today.,short-term
Shall we go for a walk at the park connector this evening?,short-term
The hawker centre has a new stall selling delicious rojak.,short-term
I need to buy some groceries from NTUC FairPrice later.,short-term
The MRT station seems much busier during peak hours these days.,short-term
I heard there's a good bargain at the local clothes shop.,short-term
My neighbour is having a big party for Hari Raya tomorrow.,short-term
Did you manage to get a table at the popular fishball noodle stall?,short-term
The new bus service will make it easier to get to the polyclinic.,short-term
My legs feel a bit weak today after all the walking yesterday.,healthcare
The doctor wants me to get a blood test done by next Friday.,healthcare
"I finished all my medicine, so I need a new prescription soon.",healthcare
"I keep forgetting to drink enough water, especially in this hot weather.",healthcare
The community centre offers free health talks for seniors.,healthcare
"My family has always been very close, we meet every weekend.",long-term
I've been knitting sweaters for my grandchildren every year.,long-term
We saved up for many years to buy this HDB executive flat.,long-term
My sister and I always go for our morning walks together.,long-term
I still remember the day Singapore gained its independence.,long-term
My grand-niece just graduated from university with honours.,long-term
Let's take the shuttle bus to the shopping centre this afternoon.,short-term
The hawker centre is so crowded during lunchtime on weekdays.,short-term
I need to collect a parcel from the post office later.,short-term
The rain made the MRT platform quite slippery earlier.,short-term
I'm thinking of cooking my favourite chicken curry tonight.,short-term
Did you hear about the new road construction near our block?,short-term
The air-con in the kopitiam feels so good on a hot day like this.,short-term
I saw many beautiful decorations for Deepavali at Little India.,short-term
I have to attend a wake for my neighbour's mother this evening.,short-term
My joints feel much better after applying the medicated oil.,healthcare
Is it time for my next dose of medication already?,healthcare
The physiotherapist showed me some new exercises for my stiff neck.,healthcare
I should try to eat more fruits and vegetables for a balanced diet.,healthcare
My brother's family will be visiting from overseas next month.,long-term
I've been a loyal customer of this particular tailor for decades.,long-term
Our HDB estate has a very active senior citizen's club.,long-term
I love to listen to old Pinyin songs on the radio every morning.,long-term
My wife enjoys her weekly mahjong sessions with her friends.,long-term
Let's go to the hawker centre to try that famous duck rice stall.,short-term
I saw a really cute cat at the void deck just now.,short-term
"The bus stop is just a few steps from our HDB block, very convenient.",short-term
I need to buy some fresh vegetables from the wet market for tonight's dinner.,short-term
The kopitiam's economic rice stall always has so many choices.,short-term
Did you manage to get the latest lottery results?,short-term
I have to get a haircut this afternoon before my grandchild's birthday party.,short-term
"The weather forecast said it would be sunny, but it looks like it's going to rain.",short-term
"The MRT broke down again yesterday, causing massive delays.",short-term
My friend from childhood invited me to her grandson's wedding dinner next month.,short-term
I need to schedule my follow-up appointment with the cardiologist.,healthcare
The polyclinic has started offering free health screenings for elderly residents.,healthcare
My daughter keeps reminding me to take my vitamins every morning.,healthcare
"I'm feeling a bit under the weather, maybe I caught a slight cold.",healthcare
My eldest grandson is serving his National Service this year.,long-term
We've had this old sofa in our HDB living room for over thirty years.,long-term
My wife still attends her weekly sewing class at the community centre.,long-term
I've always enjoyed reading mystery novels in my free time.,long-term
Our family gathers at my eldest sister's house every Chinese New Year.,long-term
Let's take the bus to the next town to visit the new hawker centre.,short-term
The durian stall at the market is selling really good D24 today.,short-term
I need to go to the bank to withdraw some cash for my daily expenses.,short-term
The MRT ride was surprisingly smooth and fast this morning.,short-term
The local convenience store just got a new delivery of fresh bread.,short-term
My son is coming to pick me up for dinner at a restaurant later.,short-term
"It's so humid today, even the fan doesn't seem to help much.",short-term
The Deepavali lights at Orchard Road are very pretty this year.,short-term
I have a small ache in my shoulder after carrying all those groceries.,healthcare
The doctor told me to exercise more to improve my circulation.,healthcare
"My daughter is expecting her first child next year, I'm so excited to be a great-grandmother.",long-term
We always watch the National Day Parade together as a family every year.,long-term
The hawker centre near our HDB block is closing for renovation next month.,short-term
Did you see the news about the new public holiday for next year?,short-term
I need to buy some fresh tofu and bean sprouts from the wet market.,short-term
"The bus was so crowded, I couldn't find a seat.",short-term
I need to call my son to help me fix the Wi-Fi at home.,short-term
My neighbour is always so kind to share her homemade kueh with me.,short-term
"The MRT station is always so cold, I need to bring a jacket.",short-term
Let's go for a walk along the reservoir this evening.,short-term
I feel much better after taking the traditional herbal soup.,healthcare
"My eyes are getting worse, I think I need stronger reading glasses.",healthcare
My husband still enjoys his morning kopi and toast at the kopitiam.,long-term
We've owned this old car for over fifteen years now.,long-term
The weather today is perfect for hanging out laundry.,short-term
I'm meeting my old colleagues for a reunion lunch at a hawker centre next week.,short-term
I saw a sale on fresh vegetables at the market just now.,short-term
"The bus arrived right on time today, I was so lucky.",short-term
My grandchildren are coming over for a sleepover this weekend.,short-term
The polyclinic waiting time was shorter than usual today.,healthcare
I have to get my regular blood test done by next week.,healthcare
My daughter's family just moved into their new HDB flat.,long-term
I've been volunteering at the local library for many years now.,long-term
Shall we try the new bak chor mee stall at the hawker centre?,short-term
"It's so humid, I think I'll make some iced lemon tea.",short-term
The MRT train was quite packed during the morning rush hour.,short-term
I need to buy some fresh fruits from the wet market today.,short-term
The new community garden in our estate is flourishing with plants.,short-term
"My back has been bothering me a bit lately, I should see a doctor.",healthcare
I need to refill my prescription for cholesterol medication soon.,healthcare
My son-in-law often takes me for drives to see different parts of Singapore.,long-term
Our HDB block often holds community events during festive periods.,long-term
Let's go for a leisurely walk along the beach this afternoon.,short-term
The hawker centre's satay stall is always popular in the evenings.,short-term
I need to get my hair trimmed before the Lunar New Year celebrations.,short-term
"The bus arrived so quickly, I almost missed it.",short-term
I am planning to cook curry fish head for dinner tonight.,short-term
My grandniece received so many angbaos during Chinese New Year.,short-term
The kopi-o at the kopitiam downstairs is always so strong and fragrant.,short-term
I must remember to buy some fresh eggs from the local provision shop.,short-term
The MRT has made it so much easier to visit my sister across the island.,short-term
Did you watch the Getai show on TV last night?,short-term
I feel a bit breathless after climbing the stairs today.,healthcare
The doctor suggested I try some light exercises to strengthen my core.,healthcare
My grandchildren are always asking me to tell them stories from my youth.,long-term
I've been living in this same neighbourhood for most of my life.,long-term
The weather forecast says it will be clear skies all week.,short-term
I'm thinking of trying the new nasi lemak stall at the hawker centre.,short-term
I need to go to the supermarket to buy some detergent and toiletries.,short-term
"The public transport system here is very efficient, I rarely drive.",short-term
I need to go to the polyclinic to collect my chronic medication next Tuesday.,healthcare
My knee feels a bit painful after my morning walk today.,healthcare
Have you had your annual health screening done yet?,healthcare
The doctor advised me to cut down on my sugar intake.,healthcare
I have an appointment with the eye specialist next month for my cataracts.,healthcare
Remember to take your blood pressure medicine every morning.,healthcare
The physiotherapist said I need to do more exercises for my shoulder.,healthcare
My neighbour recommended a good TCM physician for my backache.,healthcare
Is it time for our flu vaccination this year already?,healthcare
I hope my X-ray results don't show anything serious.,healthcare
My blood pressure has been quite stable after I started exercising regularly.,healthcare
The nurse at the polyclinic was very kind and helpful during my check-up.,healthcare
I finished all my antibiotics for my chest infection.,healthcare
Do you know if there's a free health screening event happening near our HDB estate soon?,healthcare
"My spectacles prescription needs to be updated, I can't see small text clearly anymore.",healthcare
The doctor suggested I get more calcium for my bones.,healthcare
I always keep a few pain relief patches ready for my back.,healthcare
Is it true that taking ginkgo can help with memory?,healthcare
My friend recovered well after his heart bypass surgery last year.,healthcare
Remember to drink plenty of water to stay hydrated in this heat.,healthcare
I have to schedule my dental appointment for scaling next month.,healthcare
The new government subsidy for medication helps a lot with my expenses.,healthcare
My diabetes check-up is scheduled for next Friday morning.,healthcare
I need to remember to take my daily vitamins after breakfast.,healthcare
Have you tried the traditional Chinese medicine for your cough?,healthcare
The hospital food was actually quite good when I visited my friend.,healthcare
I think I sprained my ankle a little while walking down the stairs.,healthcare
My GP told me to reduce my salt intake to manage my blood pressure.,healthcare
The polyclinic near the MRT station is usually less crowded.,healthcare
I hope this new cream helps with my eczema.,healthcare
Is there any free exercise class for seniors at the community centre that helps with balance?,healthcare
My neighbour uses a walking stick now after his knee operation.,healthcare
I need to renew my long-term medical certificate soon.,healthcare
The pharmacist explained how to use my new inhaler very clearly.,healthcare
I'm going for my regular eye check-up to monitor my glaucoma.,healthcare
My eldest grandson is going to NS next year.,long-term
We've been living in this HDB flat since it was built in the 70s.,long-term
My favourite hobby is tending to my little balcony garden every morning.,long-term
Do you still meet your old friends from primary school for kopi?,long-term
My daughter often brings her children over for dinner on Sundays.,long-term
I still remember celebrating National Day at the Padang when I was young.,long-term
Tai chi in the park helps me stay active and healthy.,long-term
Our family always gathers for reunion dinner on Chinese New Year eve.,long-term
My husband bought this car when he first started working decades ago.,long-term
We always make sure to visit our relatives during Hari Raya.,long-term
My youngest granddaughter just started university this year.,long-term
We've lived in this HDB block for over forty years now.,long-term
Our family has always celebrated Deepavali with a big vegetarian feast.,long-term
My son drives me to the market every Saturday morning.,long-term
I enjoy reading the Straits Times newspaper every day after breakfast.,long-term
Do you still play mahjong with your group every week?,long-term
My wife has been a wonderful companion for more than five decades.,long-term
I always look forward to my regular kopi session with my retired colleagues.,long-term
My son-in-law is very good at fixing things around the house.,long-term
This antique cabinet has been in our family for three generations.,long-term
We always visit our relatives in Malaysia during Chinese New Year.,long-term
My daughter bakes delicious pineapple tarts every festive season.,long-term
I still remember playing chapteh with my friends when I was a boy.,long-term
My neighbour has been growing orchids on her corridor for years.,long-term
We used to go fishing at the beach every Sunday when the children were small.,long-term
My retirement planning started quite early thanks to good advice.,long-term
My eldest son is planning a family holiday to Australia next year.,long-term
Our community centre organises excellent tai chi classes for seniors.,long-term
My late husband loved watching local dramas on television every night.,long-term
The HDB estate has changed so much since we first moved in.,long-term
My granddaughter is learning to play the piano very well.,long-term
I always enjoy sharing stories of old Singapore with my grandchildren.,long-term
My friend and I have been walking together at the park every morning for ten years.,long-term
We still keep in touch with our neighbours from our previous flat.,long-term
My family always ensures we have a big feast for Eid al-Fitr.,long-term
My son plans to buy a bigger car next year when his family grows.,long-term
I love spending my afternoons knitting sweaters for my grandchildren.,long-term
My old school friends are planning a reunion dinner later this year.,long-term
The block committee is always organising interesting events for residents.,long-term
We've been saving up for our pilgrimage trip for many years.,long-term
My grandson often helps me with my phone when I have trouble.,long-term
I used to work near the old Tanjong Pagar railway station.,long-term
Our family has a tradition of visiting Gardens by the Bay every Christmas.,long-term
My wife grows beautiful herbs in our HDB corridor garden.,long-term
My son is thinking of upgrading to an Executive HDB flat soon.,long-term
My best friend from primary school still lives just two blocks away.,long-term
We always make sure to observe all the traditions for our ancestor worship.,long-term
My daughter is very good at cooking all our family's traditional dishes.,long-term
I've been a regular at this kopitiam for over thirty years.,long-term
My retirement income is enough for me to live comfortably.,long-term
My wife still loves to cook our traditional Hainanese chicken rice recipe.,long-term
We've always valued family gatherings during major holidays like Vesak Day.,long-term
"My old school uniform still fits me, though a bit snugly now.",long-term
The residents' committee is organising a charity drive next month.,long-term
My son is planning to apply for a BTO flat with his fiancée soon.,long-term
I still remember the first time I rode the MRT when it first opened.,long-term
My favourite pastime is listening to old radio dramas on my vintage radio.,long-term
Our family goes for a pilgrimage to the temple in India every few years.,long-term
I've been a volunteer at the senior activity centre for five years now.,long-term
My late father used to tell us stories about his kampung days.,long-term
Shall we have our lunch at the new hawker centre downstairs today?,short-term
The bus to VivoCity is usually very crowded during peak hours.,short-term
Did you manage to get a good deal on vegetables at the wet market this morning?,short-term
"It looks like it's going to rain heavily this afternoon, better bring an umbrella.",short-term
I need to buy some fresh chicken wings for dinner tonight.,short-term
Let's take the MRT to Bugis for some shopping later.,short-term
"The electricity bill arrived yesterday, it seems a bit higher this month.",short-term
I'm meeting my friends for kopi at the kopitiam near the void deck.,short-term
There's a special offer on rice at NTUC FairPrice this week.,short-term
I saw a beautiful floral display at Gardens by the Bay when I went yesterday.,short-term
The durian season seems to be starting early this year.,short-term
Remember to top up your EZ-Link card before we take the bus.,short-term
I need to collect a parcel from the post office later today.,short-term
Did you see the latest news about the upcoming public holiday?,short-term
The community centre is having a bazaar this weekend.,short-term
I'm planning to cook laksa for dinner if I can find fresh ingredients.,short-term
Let's visit the night market at Geylang Serai tonight.,short-term
The weather forecast says it will be cloudy but warm tomorrow.,short-term
I need to go to the bank to pay my utility bills this afternoon.,short-term
The queue for the Famous Amos cookie stall was very long at the mall.,short-term
My appointment at the hair salon is scheduled for three o'clock.,short-term
Let's walk to the nearby coffee shop for breakfast instead of cooking.,short-term
I need to buy some ang pows for Chinese New Year visiting next month.,short-term
The traffic on the PIE was quite bad this morning.,short-term
Did you manage to catch the latest episode of the Mediacorp drama?,short-term
I'm thinking of buying a new electric kettle from the neighbourhood shop.,short-term
The MRT train was surprisingly empty on my way back from the market.,short-term
I just watered all my plants on the balcony before the sun got too hot.,short-term
There's a new promotion on Milo at Sheng Siong this week.,short-term
I need to drop off my clothes at the dry cleaner before it closes.,short-term
What time should we meet for our walk around Bishan Park?,short-term
"I saw many people buying mooncakes already, even though it's still early.",short-term
The food court at the new mall has so many choices for lunch.,short-term
"I need to charge my phone, the battery is almost flat.",short-term
Did you hear about the new bus service that goes directly to the hospital?,short-term
I'm planning to watch the Getai show at the temple tonight.,short-term
"The hawker centre chicken rice stall has a new cook, it tastes different.",short-term
I received a letter from HDB about the upcoming upgrading works.,short-term
Let's go to Mustafa Centre later to look for some spices.,short-term
I saw a very cute cat sleeping on the void deck bench this morning.,short-term
The aircon at the community centre feels so good in this weather.,short-term
My friend invited me for tea at her HDB flat this afternoon.,short-term
I need to buy some fresh flowers for the altar for tomorrow's prayers.,short-term
The market was very crowded this morning because of the upcoming public holiday.,short-term
I helped my neighbour carry her groceries up the stairs earlier.,short-term
Let's have some kaya toast and kopi-o for breakfast at the kopitiam.,short-term
"The children will be visiting us this weekend, so I need to prepare their favourite snacks.",short-term
"I saw a long queue at the Toto booth earlier, maybe someone won big.",short-term
The park connector is a great place for an evening stroll.,short-term
I need to remember to buy some cat food from the pet shop.,short-term
Did you see the new community garden they set up near our block?,short-term
I just topped up my mobile phone credit at the convenience store.,short-term
The cleaner always does a good job keeping our HDB corridor spotless.,short-term
I'm looking forward to the NDP fireworks display this year.,short-term
Let's check the bus timings on the app before we leave.,short-term
"I need to get my spectacles repaired, the frame is loose.",short-term
My friend shared a good recipe for prawn noodles yesterday.,short-term
"The lift broke down again in the other block, thankfully not ours.",short-term
I saw a new stall selling old-school snacks at the wet market.,short-term
The community library has a good selection of Chinese novels.,short-term
I need to iron my clothes for the wedding dinner tonight.,short-term
Did you hear the ice cream uncle's bell just now?,short-term
I'm planning to visit the Istana Open House during the next public holiday.,short-term
The coffee shop auntie remembered my usual order this morning.,short-term
Let's take a slow walk along the reservoir park later this evening.,short-term
I need to exchange some foreign currency for my son's trip.,short-term
The supermarket was very busy with people stocking up for the weekend.,short-term
My phone buzzed with a message about a community event near our block.,short-term
I'm meeting my friend for dim sum at the restaurant in Chinatown.,short-term
Did you remember to turn off the lights before leaving the house?,short-term
The queue at the immigration checkpoint was quite long when I crossed the Causeway.,short-term
I saw a beautiful rainbow after the heavy rain stopped just now.,short-term
The bus driver was very helpful when I asked for directions this morning.,short-term
Let's check the weather forecast to see if it will rain for our outing.,short-term
I need to get some fresh pandan leaves from the wet market for my kueh.,short-term
The Community Club is holding a free movie screening tonight.,short-term
Did you manage to buy tickets for the upcoming concert at Esplanade?,short-term
I need to top up my mobile phone data plan soon.,short-term
The kopi-o at this kopitiam is always so rich and fragrant.,short-term
I noticed the price of eggs went up slightly at the supermarket this week.,short-term
Let's grab a quick bite at the food court before the show starts.,short-term
The HDB lift upgrading works in our block should be finished next month.,short-term
I'm planning to visit my sister in Jurong East this afternoon.,short-term
The queue for the famous nasi lemak stall was still very long even at 2 pm.,short-term
I saw a group of elderly people doing tai chi at the park this morning.,short-term
I need to mail this letter at the post office before lunchtime.,short-term
The MRT station was quite cool thanks to the air-conditioning.,short-term
Did you see the new mural painted on the HDB block opposite ours?,short-term
I bought some delicious curry puffs from the bakery just now.,short-term
The weather is perfect for a leisurely walk along the beach this evening.,short-term
I have an appointment to get my hair permed next Saturday.,short-term
Let's buy some fresh fruit from the fruit stall before it closes.,short-term
"My phone ran out of battery while I was on the bus, so I couldn't call you.",short-term
I need to bring my reusable bag when I go grocery shopping later.,short-term
The new traffic light near the hawker centre makes crossing the road safer.,short-term
I saw a lot of tourists taking photos at Merlion Park yesterday.,short-term
My neighbour helped me carry my heavy shopping bags from the market.,short-term
I need to collect my medicine from the polyclinic tomorrow morning.,healthcare
"My grandson just started primary school this year, so excited for him.",long-term
"Remember to take your blood pressure medication every evening, ah.",healthcare
Our HDB flat has been in the family for over thirty years already.,long-term
The MRT seems a bit crowded during this time of the day.,short-term
My knee has been aching quite a bit after my long walk this morning.,healthcare
"Auntie Mary's son is getting married next month, very happy for them.",long-term
Let's go to the wet market early to get the freshest fish.,short-term
Did you remember to book your annual health check-up appointment?,healthcare
My sister usually visits us every Sunday for dinner.,long-term
"The weather is so hot today, I think I need another glass of iced kopi.",short-term
I have a follow-up appointment with the eye doctor next Tuesday.,healthcare
"My hobby is gardening on the void deck, it keeps me active.",long-term
Which bus should we take to get to Bugis Junction from here?,short-term
The doctor advised me to cut down on my sugar intake because of my diabetes.,healthcare
My granddaughter is studying very hard for her O-level exams this year.,long-term
Let's meet for breakfast at the kopitiam near the market.,short-term
Don't forget to do your physiotherapy exercises twice a day.,healthcare
We've lived in this neighbourhood since my children were small.,long-term
The queue at the popular wanton mee stall is so long today.,short-term
My back pain has improved a lot since I started doing regular stretches.,healthcare
Uncle Tan's family always hosts the Chinese New Year reunion dinner.,long-term
I need to buy some groceries from NTUC FairPrice later this afternoon.,short-term
Have you refilled your prescription for high cholesterol?,healthcare
"My eldest son works overseas, but he calls us every week.",long-term
"Look, the durian stall just opened, maybe we can buy some.",short-term
The nurse told me my blood pressure is finally stable.,healthcare
Our family tradition is to go to East Coast Park every National Day.,long-term
What time is the getai performance starting tonight?,short-term
I feel much better after taking the painkillers for my headache.,healthcare
My youngest daughter recently bought her first HDB flat.,long-term
Is there a good deal for prawns at the wet market today?,short-term
The doctor said I need to go for an eye check-up every year.,healthcare
My husband still enjoys reading the physical newspaper every morning.,long-term
"The bus is running a bit late today, I hope it comes soon.",short-term
"I think I'm coming down with a flu, my throat feels scratchy.",healthcare
We used to bring our children to the playground near this block when they were young.,long-term
Let's dabao some economic rice for dinner tonight.,short-term
The new community health post offers free blood sugar screening.,healthcare
My grandchildren love visiting us during the school holidays.,long-term
The cost of vegetables has gone up quite a bit recently.,short-term
Have you seen the doctor about that persistent cough?,healthcare
My neighbour is always so good at growing orchids.,long-term
I need to top up my EZ-Link card before taking the bus.,short-term
"The clinic opens at 8:30 AM, so we should go early to avoid the crowd.",healthcare
Our extended family always gathers for Hari Raya Puasa.,long-term
Did you hear about the new hawker centre opening next month?,short-term
I'm going for my vaccination booster shot next week.,healthcare
My routine is to do tai chi at the park every morning at 7 AM.,long-term
Let's go for a walk at the neighbourhood park later when it's cooler.,short-term
Remember to take your calcium supplements for your bones.,healthcare
Our old kampong house used to have a big fruit tree in the yard.,long-term
The void deck is usually busy with children playing after school.,short-term
My sister-in-law makes the best pineapple tarts for Chinese New Year.,long-term
What time is the evening news on television tonight?,short-term
The pharmacist explained how to properly use this new inhaler.,healthcare
My mahjong kakis meet up every Wednesday afternoon.,long-term
"It's drizzling outside, remember to bring an umbrella if you go out.",short-term
I have to monitor my blood sugar levels three times a day now.,healthcare
"My daughter-in-law is a wonderful cook, especially her curry chicken.",long-term
Let's get some kaya toast and kopi-o for breakfast.,short-term
The doctor advised me to eat more fibre for better digestion.,healthcare
"We celebrated our 50th wedding anniversary last year, it was a big party.",long-term
I saw a really long queue at the bank earlier this morning.,short-term
My next appointment at the specialist clinic is in three months.,healthcare
Our family always travels to Malaysia during the school holidays.,long-term
The price of char kway teow has increased by fifty cents.,short-term
I need to apply for a new Senior Citizen concession card soon.,healthcare
My son helps me with all my digital banking transactions.,long-term
The supermarket is having a special promotion on cooking oil.,short-term
"Remember to drink plenty of water, especially in this hot weather.",healthcare
My brother and I often reminisce about our childhood days in Singapore.,long-term
The lift seems to be taking a long time today.,short-term
The physiotherapist gave me new exercises to strengthen my legs.,healthcare
Our family tradition is to watch the National Day Parade together every year.,long-term
I need to mail this letter at the post office before it closes.,short-term
Did you remember to take your afternoon dose of medicine?,healthcare
My grandchildren love to play hide-and-seek in our HDB flat.,long-term
Let's go to the community centre to join the line dancing class today.,short-term
I feel a bit light-headed when I stand up too quickly sometimes.,healthcare
My neighbour is always busy tending to her plants on her balcony.,long-term
"The Grab driver arrived very quickly today, that's good.",short-term
"The doctor suggested I get more regular exercise, even just walking.",healthcare
We always prepare many angbaos during Chinese New Year for the children.,long-term
I wonder what the lunch special is at the economic rice stall today.,short-term
"My eyesight has gotten a bit worse, I think I need new spectacles.",healthcare
My son helps me pay my utility bills online every month.,long-term
The wet market is closing earlier than usual because of the holiday.,short-term
"I need to schedule a dental check-up soon, my teeth feel sensitive.",healthcare
Our family enjoys going for evening walks along the Punggol Waterway.,long-term
Did you manage to buy fresh prawns at the market this morning?,short-term
The nurse told me to keep an eye on my cholesterol levels.,healthcare
My daughter makes delicious laksa from scratch for special occasions.,long-term
Let's try that new bak kut teh stall that just opened nearby.,short-term
"My shoulder feels stiff, maybe I should put on some medicated oil.",healthcare
Our family has a yearly tradition of visiting temples during the New Year.,long-term
"The traffic is quite bad on the PIE today, maybe take the MRT.",short-term
The doctor prescribed a new cream for my skin rash.,healthcare
My sister always brings us souvenirs when she travels.,long-term
I need to remember to buy charcoal for the steamboat tonight.,short-term
Are you feeling well enough to go for our morning walk today?,healthcare
Our family loves celebrating Deepavali together every year.,long-term
"The rain stopped, so it's a good time to hang out the laundry.",short-term
The hospital called to confirm my appointment for next month.,healthcare
My younger brother is planning to retire next year.,long-term
The chicken rice stall usually sells out by lunchtime.,short-term
I'm going to the polyclinic to get my flu shot later.,healthcare
My favourite pastime is watching old Chinese dramas on TV.,long-term
"What are you cooking for dinner tonight, ah?",short-term
The doctor told me to reduce my salt intake to manage my blood pressure.,healthcare
Our family always goes to the same hawker centre for supper.,long-term
I need to get my hair cut at the neighbourhood salon this week.,short-term
