text,label,category
Did you buy any longevity peaches for your birthday celebration?,1,chinese_cultural_events
My children always get them for me every year.,0,chinese_cultural_events
Have you participated in any lantern walks for charity?,1,chinese_cultural_events
It's a wonderful way to enjoy the festival and help others.,0,chinese_cultural_events
Do you still offer a vegetarian meal for the Jade Emperor's birthday?,1,chinese_cultural_events
Have you tried the new kaya spread from the neighbourhood bakery?,1,chinese_cultural_events
It tastes almost as good as homemade.,0,chinese_cultural_events
Do you still listen to Chinese storytelling on the radio?,1,chinese_cultural_events
I remember listening to them every night after dinner.,0,chinese_cultural_events
Are your grandchildren learning traditional Chinese instruments?,1,chinese_cultural_events
My granddaughter plays the guzheng beautifully.,0,chinese_cultural_events
Do you know the meaning behind the different Chinese calligraphy strokes?,1,chinese_cultural_events
Each stroke has a story and symbolism.,0,chinese_cultural_events
Have you visited the Chinese Garden recently?,1,chinese_cultural_events
It's a very peaceful place for a morning stroll.,0,chinese_cultural_events
Do you still attend morning tai chi sessions at the void deck?,1,chinese_cultural_events
It helps keep my joints flexible.,0,chinese_cultural_events
Remember the old provision shops that sold everything?,1,chinese_cultural_events
You could find almost anything you needed there.,0,chinese_cultural_events
Do you miss the sounds of dialect being spoken everywhere?,1,chinese_cultural_events
Now everyone speaks Mandarin or English.,0,chinese_cultural_events
Have you bought the auspicious red packet designs for next year?,1,chinese_cultural_events
Some people collect them throughout the year.,0,chinese_cultural_events
Are you planning to visit relatives in Malaysia for CNY?,1,chinese_cultural_events
The Causeway jam is always a challenge.,0,chinese_cultural_events
Do you prefer steamed fish or fried fish for reunion dinner?,1,chinese_cultural_events
Steamed fish is always a healthier option.,0,chinese_cultural_events
Have you tried making your own chai tow kway?,1,chinese_cultural_events
It requires a lot of patience to get it right.,0,chinese_cultural_events
Do you remember the Chinese opera stages set up during temple festivals?,1,chinese_cultural_events
The performers wore such elaborate makeup.,0,chinese_cultural_events
Are your children teaching their kids about our family history?,1,chinese_cultural_events
It's important for them to know their roots and ancestors.,0,chinese_cultural_events
Have you visited the Buddha Tooth Relic Temple in Chinatown?,1,chinese_cultural_events
The architecture inside is absolutely stunning.,0,chinese_cultural_events
Do you believe in observing specific taboos during CNY?,1,chinese_cultural_events
My mother always warned against cutting hair on the first day.,0,chinese_cultural_events
Are you planning to visit the ancestral hall for Qingming?,1,chinese_cultural_events
It's important to pay respects to the family lineage.,0,chinese_cultural_events
Did you buy new tea leaves for the upcoming tea ceremony?,1,chinese_cultural_events
A good cup of Pu-erh tea is always refreshing.,0,chinese_cultural_events
Do you still write traditional Chinese couplets?,1,chinese_cultural_events
My handwriting is not as elegant as it used to be.,0,chinese_cultural_events
Have you taught your grandchildren any Chinese proverbs?,1,chinese_cultural_events
They can learn a lot from ancient wisdom.,0,chinese_cultural_events
Are you going to Chinatown to soak in the festive atmosphere?,1,chinese_cultural_events
The decorations there are always so beautiful.,0,chinese_cultural_events
Do you prefer the traditional glutinous rice balls for winter solstice?,1,chinese_cultural_events
My family always makes them with ginger soup.,0,chinese_cultural_events
Have you tried the new vegetarian restaurant in our neighbourhood?,1,chinese_cultural_events
It serves really delicious mock meat dishes.,0,chinese_cultural_events
Are you helping your daughter-in-law prepare the New Year dishes?,1,chinese_cultural_events
"Many hands make light work, especially for big meals.",0,chinese_cultural_events
Do you remember the days when we had to hand-wash all our clothes?,1,chinese_cultural_events
Washing machines are a true blessing.,0,chinese_cultural_events
What kind of snacks are you preparing for your guests this CNY?,1,chinese_cultural_events
My aunt's love letters are famous among all our relatives.,0,chinese_cultural_events
Are you bringing your own thermos for hot water to the getai?,1,chinese_cultural_events
It can get quite warm sitting there for hours.,0,chinese_cultural_events
Do you think the younger generation understands the meaning of Qingming?,1,chinese_cultural_events
It's more than just a family gathering.,0,chinese_cultural_events
"Have you visited the Thian Hock Keng Temple, the oldest Hokkien temple?",1,chinese_cultural_events
Its intricate carvings are truly a sight to behold.,0,chinese_cultural_events
Do you prefer traditional lion dance or modern dragon dance?,1,chinese_cultural_events
I still love the powerful drumming of the lion dance.,0,chinese_cultural_events
Are you planning to send your old clothes to charity before CNY?,1,chinese_cultural_events
It's good to declutter and make space for new things.,0,chinese_cultural_events
Did you manage to get all the new crisp notes from the bank?,1,chinese_cultural_events
The queues were surprisingly long this year.,0,chinese_cultural_events
Do you remember when we used to queue for hours for bak kwa?,1,chinese_cultural_events
Some stalls still have incredibly long waiting times.,0,chinese_cultural_events
Are you going to watch the Chingay Parade this year?,1,chinese_cultural_events
The floats are always so colorful and creative.,0,chinese_cultural_events
"Have you prepared the auspicious ""huat kueh"" for prayers?",1,chinese_cultural_events
It symbolizes prosperity and good fortune.,0,chinese_cultural_events
Do you believe in observing specific animal zodiac predictions for the year?,1,chinese_cultural_events
"I always read mine for fun, just in case.",0,chinese_cultural_events
Are your grandchildren helping you make tangyuan for Winter Solstice?,1,chinese_cultural_events
It's a nice way to bond and teach them traditions.,0,chinese_cultural_events
Did you offer prayers to the Goddess of Mercy this month?,1,chinese_cultural_events
Her blessings bring peace and comfort.,0,chinese_cultural_events
Do you remember the Chinese new year songs we sang as children?,1,chinese_cultural_events
Those melodies are still clear in my mind.,0,chinese_cultural_events
Are you having a potluck reunion dinner this year?,1,chinese_cultural_events
Everyone brings their specialty dish to share.,0,chinese_cultural_events
Have you tried the new brand of traditional peanut cookies?,1,chinese_cultural_events
"They melt in your mouth, so delicious.",0,chinese_cultural_events
Do you still believe in selecting an auspicious date for major events?,1,chinese_cultural_events
My family always checks the almanac for weddings and moving house.,0,chinese_cultural_events
Are you planning to visit the Kreta Ayer market for your CNY shopping?,1,chinese_cultural_events
It's always bustling with activity during the festive season.,0,chinese_cultural_events
Did you manage to get a good seat for the open-air opera performance?,1,chinese_cultural_events
The front rows are always taken quickly.,0,chinese_cultural_events
Do you recall the traditional way of making your own popiah skin?,1,chinese_cultural_events
It requires a lot of skill and practice.,0,chinese_cultural_events
Are your neighbours having a lion dance performance at their block?,1,chinese_cultural_events
The sound of the drums brings so much energy.,0,chinese_cultural_events
Have you purchased any new decorative plants for your home?,1,chinese_cultural_events
I bought a beautiful orchid with many blooms.,0,chinese_cultural_events
Do you still send physical CNY greeting cards to distant relatives?,1,chinese_cultural_events
It feels more personal than a text message.,0,chinese_cultural_events
Are you going to donate to any temple charities this year?,1,chinese_cultural_events
Giving back to the community is always important.,0,chinese_cultural_events
Did you buy enough dried mushrooms for your CNY dishes?,1,chinese_cultural_events
They are essential for a good braised dish.,0,chinese_cultural_events
Do you prefer the sweet or savory version of glutinous rice dumplings for Dragon Boat Festival?,1,chinese_cultural_events
My grandmother's savory bak chang with salted egg yolk was the best.,0,chinese_cultural_events
Have you started gathering ingredients for your loh hon chai?,1,chinese_cultural_events
It’s a very auspicious dish for the new year.,0,chinese_cultural_events
Are you inviting your non-Chinese friends over for CNY visiting?,1,chinese_cultural_events
It's nice to share our culture with others.,0,chinese_cultural_events
Did you attend the recent Teochew opera at Victoria Theatre?,1,chinese_cultural_events
The costumes were exquisite and the singing was superb.,0,chinese_cultural_events
Do you remember the traditional way to prepare black moss (fat choy)?,1,chinese_cultural_events
It needs careful washing and simmering.,0,chinese_cultural_events
Have you already booked your appointment for hair perm before CNY?,1,chinese_cultural_events
Everyone wants to look their best for the holidays.,0,chinese_cultural_events
Are you teaching your grandchildren the proper way to hold joss sticks?,1,chinese_cultural_events
Respect for traditions is very important.,0,chinese_cultural_events
Did you try the limited edition pineapple tarts from that famous bakery?,1,chinese_cultural_events
"They sold out within hours, I heard.",0,chinese_cultural_events
Do you still keep a 'money tree' plant for good fortune?,1,chinese_cultural_events
I believe it brings prosperity to the home.,0,chinese_cultural_events
Are you planning to watch the firecrackers at the Marina Bay countdown?,1,chinese_cultural_events
The spectacle is always breathtaking.,0,chinese_cultural_events
Have you bought new underwear for CNY to symbolize a fresh start?,1,chinese_cultural_events
It's an old belief for good luck in the new year.,0,chinese_cultural_events
Do you remember the street hawkers selling traditional candy floss?,1,chinese_cultural_events
It was a rare treat for us children.,0,chinese_cultural_events
Are you preparing a special dish for your ancestors during Hungry Ghost Festival?,1,chinese_cultural_events
My mother insists on having their favorite foods.,0,chinese_cultural_events
Did you visit the annual Lunar New Year Bazaar in Chinatown?,1,chinese_cultural_events
It's always a vibrant place to shop for goodies.,0,chinese_cultural_events
Do you prefer the modern pop songs or traditional folk songs at getai?,1,chinese_cultural_events
I enjoy a good mix of both.,0,chinese_cultural_events
Are you planning to clean your ancestral tablets before CNY?,1,chinese_cultural_events
It's a respectful ritual to ensure a blessed new year.,0,chinese_cultural_events
Have you bought any new couplets with auspicious blessings for your door?,1,chinese_cultural_events
They are said to welcome good fortune into the house.,0,chinese_cultural_events
Do you remember when families used to gather and make dumplings together?,1,chinese_cultural_events
It was a wonderful bonding activity.,0,chinese_cultural_events
Are you having your hair cut before CNY to ward off bad luck?,1,chinese_cultural_events
It’s a popular custom to signify a fresh beginning.,0,chinese_cultural_events
Did you stock up on enough dried scallops for your festive soups?,1,chinese_cultural_events
They add so much flavour to any broth.,0,chinese_cultural_events
Do you still teach your grandchildren Chinese riddles?,1,chinese_cultural_events
It helps them learn and keeps their minds sharp.,0,chinese_cultural_events
Are you planning to attend the annual lantern festival at Gardens by the Bay?,1,chinese_cultural_events
The large-scale lantern displays are quite magnificent.,0,chinese_cultural_events
"Have you tried the traditional ""nian gao"" made with coconut milk?",1,chinese_cultural_events
"It has a slightly different, richer flavour.",0,chinese_cultural_events
Do you remember the excitement of buying new shoes for CNY?,1,chinese_cultural_events
Every child looked forward to it.,0,chinese_cultural_events
Are you preparing any special vegetarian dishes for your Buddhist friends?,1,chinese_cultural_events
My braised mushrooms are always a hit.,0,chinese_cultural_events
Are you planning to make murukku this year for Deepavali?,1,indian_cultural_events
My grandchildren love the sweet ladoos during the festival.,0,indian_cultural_events
Did you get new saris for Deepavali from Little India?,1,indian_cultural_events
We always light up our HDB flat with fairy lights.,0,indian_cultural_events
Is the oil bath still a tradition in your family?,1,indian_cultural_events
I remember the delicious vadai my mother used to make.,0,indian_cultural_events
Will you be visiting your sister's house on Deepavali day?,1,indian_cultural_events
The shops in Serangoon Road are very crowded now.,0,indian_cultural_events
Have you bought all your Deepavali groceries already?,1,indian_cultural_events
We are hosting a big family dinner on the first day.,0,indian_cultural_events
Don't forget to draw a beautiful kolam at your doorstep.,0,indian_cultural_events
Is it difficult to find good quality ghee these days?,1,indian_cultural_events
My daughter is bringing her children over for the celebrations.,0,indian_cultural_events
What time are you going to the temple for prayers?,1,indian_cultural_events
I still miss the firecrackers we used to have.,0,indian_cultural_events
The aroma of traditional sweets always brings back memories.,0,indian_cultural_events
Have you sent out your Deepavali greetings to everyone?,1,indian_cultural_events
My son took leave to help with the house cleaning.,0,indian_cultural_events
Are you making any special vegetarian dishes this year?,1,indian_cultural_events
The kolam powder is getting more expensive every year.,0,indian_cultural_events
Will your relatives from Malaysia be coming over?,1,indian_cultural_events
I bought some lovely diyas from the Deepavali bazaar.,0,indian_cultural_events
Did you manage to find good deals on festive clothes?,1,indian_cultural_events
We start preparing the snacks a week before the festival.,0,indian_cultural_events
Is your entire family gathering at your place?,1,indian_cultural_events
I love the vibrant colours everywhere during Deepavali.,0,indian_cultural_events
Remember the Deepavali open house at the community centre?,1,indian_cultural_events
My wife always prepares too many different sweets.,0,indian_cultural_events
Are you planning to visit the Sri Mariamman Temple?,1,indian_cultural_events
The children are excited about receiving their ang pao.,0,indian_cultural_events
How many types of murukku are you making this year?,1,indian_cultural_events
I prefer homemade sweets to the store-bought ones.,0,indian_cultural_events
Did you remember to buy new wicks for the oil lamps?,1,indian_cultural_events
We usually have a very simple Deepavali lunch.,0,indian_cultural_events
Is it going to be a quiet Deepavali for you this year?,1,indian_cultural_events
I enjoy watching the Deepavali cultural shows on TV.,0,indian_cultural_events
Will you be making a traditional rangoli design?,1,indian_cultural_events
My neighbour gave us some delicious athirasam yesterday.,0,indian_cultural_events
Have you finished all your shopping at Mustafa Centre?,1,indian_cultural_events
We always offer prayers to Lakshmi and Ganesha on Deepavali.,0,indian_cultural_events
What is your favourite Deepavali snack?,1,indian_cultural_events
My granddaughter helped me draw the kolam this morning.,0,indian_cultural_events
Are you buying gifts for your children's families?,1,indian_cultural_events
The traffic near Little India is always a nightmare before Deepavali.,0,indian_cultural_events
Is your Deepavali menu fixed yet?,1,indian_cultural_events
I remember when we used to celebrate for five days.,0,indian_cultural_events
Did you get the new recipe for the crispy ribbon pakoda?,1,indian_cultural_events
Our family photo tradition continues every Deepavali.,0,indian_cultural_events
Will you be attending any Deepavali events in your ward?,1,indian_cultural_events
I enjoy the lively atmosphere and festive music.,0,indian_cultural_events
What time should we come over for Deepavali lunch?,1,indian_cultural_events
The new clothes always feel special on Deepavali morning.,0,indian_cultural_events
Did you manage to get the special Deepavali cookies?,1,indian_cultural_events
I miss the homemade appalam we used to fry.,0,indian_cultural_events
Are your grandchildren helping with the preparations?,1,indian_cultural_events
The house smells wonderful with all the cooking.,0,indian_cultural_events
Have you seen the beautiful Deepavali decorations along Orchard Road?,1,indian_cultural_events
I always look forward to the Deepavali special TV programmes.,0,indian_cultural_events
Is it hard to find fresh curry leaves for Deepavali dishes?,1,indian_cultural_events
My sister brought some delicious Jalebi yesterday.,0,indian_cultural_events
Are you planning to watch the Thaipusam procession this year?,1,indian_cultural_events
My grandson wants to join the kavadi bearers.,0,indian_cultural_events
Did you manage to find parking near the temple last year?,1,indian_cultural_events
The atmosphere along Serangoon Road is always so spiritual.,0,indian_cultural_events
Will your family offer pal kudam this Thaipusam?,1,indian_cultural_events
I saw many devotees carrying milk pots this morning.,0,indian_cultural_events
Is it very crowded near the Sri Thendayuthapani Temple?,1,indian_cultural_events
We always go early to secure a good spot.,0,indian_cultural_events
Remember to stay hydrated if you are walking with the procession.,0,indian_cultural_events
Have you offered your prayers to Lord Murugan?,1,indian_cultural_events
My father used to carry a very elaborate kavadi.,0,indian_cultural_events
Is the weather going to be very hot for Thaipusam?,1,indian_cultural_events
I admire the devotion of all the participants.,0,indian_cultural_events
Will you be distributing water or refreshments to the devotees?,1,indian_cultural_events
"The chants of ""Vel Vel"" always echo in my mind.",0,indian_cultural_events
Did you see the beautiful flowers on the kavadis?,1,indian_cultural_events
My daughter volunteers at the water stations every year.,0,indian_cultural_events
Is the procession route still the same?,1,indian_cultural_events
I like to sit and watch the whole event unfold.,0,indian_cultural_events
Have you ever walked the entire Thaipusam route?,1,indian_cultural_events
The sound of the thavil and nadaswaram is very moving.,0,indian_cultural_events
Will you be going with your neighbours?,1,indian_cultural_events
I usually visit the temple in the evening when it is less crowded.,0,indian_cultural_events
Is it a good idea to bring an umbrella?,1,indian_cultural_events
My knees aren't strong enough for such long walks anymore.,0,indian_cultural_events
Did you see the children carrying small milk pots?,1,indian_cultural_events
We always offer a small prayer at home during Thaipusam.,0,indian_cultural_events
Are there any road closures expected for the procession?,1,indian_cultural_events
The devotion of the devotees is truly inspiring.,0,indian_cultural_events
Have you already planned your visit to the temple?,1,indian_cultural_events
My grandchildren love to see the colourful kavadis.,0,indian_cultural_events
Is it difficult to cross the road during Thaipusam?,1,indian_cultural_events
I remember the Thaipusam celebrations from my youth.,0,indian_cultural_events
Will your son be taking part in the prayers at Kallang?,1,indian_cultural_events
The energy of the crowd is infectious.,0,indian_cultural_events
Did you offer any special prayers for your family?,1,indian_cultural_events
I prefer to watch the procession from a distance.,0,indian_cultural_events
Are there many buses diverted during Thaipusam?,1,indian_cultural_events
We light a small lamp for Lord Murugan at home.,0,indian_cultural_events
Is it true that the procession starts very early in the morning?,1,indian_cultural_events
Are you celebrating Pongal at home this year?,1,indian_cultural_events
My daughter is helping me prepare the sweet pongal.,0,indian_cultural_events
Did you buy a new clay pot for cooking the rice?,1,indian_cultural_events
We usually draw a kolam outside our door for Pongal.,0,indian_cultural_events
Will you be visiting the temple for Pongal prayers?,1,indian_cultural_events
I love the smell of fresh turmeric and jaggery.,0,indian_cultural_events
Is it easy to find sugarcane in the market now?,1,indian_cultural_events
